34 203 -0.0011 -0.0001 100.0 518.67 643.74 1600.38 1427.49 14.62 21.61 551.77 2388.29 9036.27 1.30 48.13 519.44 2388.25 8122.11 8.5158 0.03 397 2388 100.00 38.62 23.0641  	7
31 196 -0.0005 0.0001 100.0 518.67 643.31 1598.19 1420.66 14.62 21.61 551.48 2388.18 9090.98 1.30 47.78 519.55 2388.22 8157.84 8.5015 0.03 395 2388 100.00 38.53 23.1105  	8
34 202 0.0012 -0.0002 100.0 518.67 643.57 1601.72 1426.98 14.62 21.61 551.43 2388.24 9043.08 1.30 48.11 519.93 2388.24 8124.00 8.4705 0.03 394 2388 100.00 38.36 23.1924  	8
68 187 -0.0015 -0.0004 100.0 518.67 643.21 1602.07 1427.25 14.62 21.61 552.00 2388.20 9086.59 1.30 48.04 520.47 2388.22 8160.32 8.4867 0.03 396 2388 100.00 38.63 23.1989  	8
81 213 -0.0027 0.0003 100.0 518.67 643.49 1598.35 1427.83 14.62 21.61 551.53 2388.20 9075.26 1.30 48.11 519.67 2388.22 8148.37 8.4987 0.03 397 2388 100.00 38.46 23.1537  	8
31 195 0.0031 -0.0004 100.0 518.67 643.57 1603.82 1426.44 14.62 21.61 551.93 2388.16 9091.76 1.30 47.91 519.84 2388.20 8151.14 8.4715 0.03 396 2388 100.00 38.49 23.1562  	9
34 201 -0.0033 0.0002 100.0 518.67 643.36 1599.05 1432.95 14.62 21.61 551.79 2388.24 9042.65 1.30 48.12 519.98 2388.30 8124.67 8.5049 0.03 396 2388 100.00 38.42 23.1120  	9
68 186 -0.0034 0.0002 100.0 518.67 643.32 1605.18 1422.23 14.62 21.61 551.34 2388.19 9091.67 1.30 47.82 520.02 2388.20 8155.06 8.5229 0.03 397 2388 100.00 38.35 23.0967  	9
81 212 -0.0010 0.0002 100.0 518.67 643.36 1600.10 1430.85 14.62 21.61 551.19 2388.20 9075.15 1.30 47.98 519.38 2388.24 8152.09 8.5137 0.03 396 2388 100.00 38.35 23.0435  	9
82 162 -0.0016 0.0000 100.0 518.67 643.57 1597.99 1427.69 14.62 21.61 551.15 2388.20 9058.64 1.30 48.08 520.02 2388.29 8126.20 8.5028 0.03 397 2388 100.00 38.62 23.1211  	9
31 194 0.0020 -0.0002 100.0 518.67 643.30 1593.45 1426.21 14.62 21.61 551.67 2388.19 9080.89 1.30 48.15 520.30 2388.19 8156.40 8.4803 0.03 395 2388 100.00 38.52 23.0864  	10
34 200 0.0021 0.0005 100.0 518.67 643.26 1600.77 1427.18 14.62 21.61 551.70 2388.29 9047.46 1.30 48.18 519.96 2388.27 8127.94 8.5023 0.03 395 2388 100.00 38.50 23.1885  	10
42 156 -0.0004 -0.0000 100.0 518.67 643.31 1599.55 1425.12 14.62 21.61 550.94 2388.27 9026.89 1.30 47.89 520.54 2388.27 8118.45 8.4792 0.03 395 2388 100.00 38.51 23.0940  	10
68 185 -0.0024 -0.0001 100.0 518.67 643.88 1591.63 1419.81 14.62 21.61 551.88 2388.26 9089.93 1.30 48.07 519.84 2388.17 8156.48 8.5025 0.03 396 2388 100.00 38.57 23.2824  	10
76 205 0.0004 0.0002 100.0 518.67 643.14 1603.48 1420.07 14.62 21.61 551.82 2388.18 9114.99 1.30 48.04 520.19 2388.14 8182.45 8.5125 0.03 395 2388 100.00 38.46 23.0737  	10
