0.0009,0,643.54,1601.41,1427.2,21.61,551.25,2388.32,9033.22,48.25,520.08,2388.32.1,8110.93,8.5113,396,38.48,22.9649,	0,cluster
0.229885057,0.416666667,0.370481928,0.420754306,0.557900068,1,0.336553945,0.409090909,0.154985192,0.648809524,0.368869936,0.485294118,0.165393745,0.525202001,0.583333333,0.426356589,0.330571665,33,2
0.568965517,0.5,0.412650602,0.318944844,0.475523295,1,0.39452496,0.257575758,0.265547878,0.375,0.609808102,0.279411765,0.317834658,0.5525202,0.416666667,0.620155039,0.544186689,37,2
0.574712644,0.416666667,0.376506024,0.419228254,0.645003376,1,0.570048309,0.46969697,0.150587813,0.553571429,0.400852878,0.441176471,0.178036949,0.514043863,0.5,0.441860465,0.552057443,37,2
0.293103448,0.416666667,0.397590361,0.397209505,0.442943957,1,0.637681159,0.363636364,0.169568339,0.422619048,0.60554371,0.308823529,0.184126329,0.316660254,0.333333333,0.488372093,0.443247722,39,2
0.379310345,0.5,0.463855422,0.265533028,0.507427414,1,0.587761675,0.318181818,0.166382482,0.44047619,0.554371002,0.367647059,0.254825059,0.635629088,0.333333333,0.465116279,0.6339409,39,2
0.379310345,0.5,0.310240964,0.410071942,0.550810263,1,0.557165862,0.378787879,0.178766939,0.494047619,0.50533049,0.367647059,0.194498916,0.45325125,0.5,0.488372093,0.535211268,40,2
0.534482759,0.416666667,0.346385542,0.463919773,0.569885213,1,0.388083736,0.378787879,0.113658799,0.44047619,0.469083156,0.485294118,0.113788833,0.626394767,0.416666667,0.573643411,0.519331676,41,2
0.229885057,0.416666667,0.472891566,0.253324613,0.611073599,1,0.483091787,0.333333333,0.197164139,0.380952381,0.439232409,0.338235294,0.235473217,0.531742978,0.416666667,0.426356589,0.448356808,41,2
0.5,0.416666667,0.370481928,0.445825158,0.353983795,1,0.731078905,0.166666667,0.391680876,0.422619048,0.673773987,0.176470588,0.408349675,0.437091189,0.416666667,0.527131783,0.576360122,43,2
0.310344828,0.416666667,0.376506024,0.270547199,0.47012154,1,0.442834138,0.318181818,0.193035987,0.398809524,0.582089552,0.352941176,0.218082361,0.519045787,0.583333333,0.449612403,0.430958299,44,2
0.632183908,0.416666667,0.424698795,0.359930238,0.573767725,1,0.53784219,0.363636364,0.153459571,0.470238095,0.509594883,0.411764706,0.153421406,0.550981147,0.416666667,0.434108527,0.500552334,44,2
0.574712644,0.583333333,0.343373494,0.177240026,0.550810263,1,0.542673108,0.318181818,0.176433635,0.458333333,0.594882729,0.367647059,0.221281866,0.459022701,0.416666667,0.457364341,0.529273681,44,2
0.511494253,0.583333333,0.331325301,0.395465446,0.431802836,1,0.499194847,0.227272727,0.331598313,0.428571429,0.471215352,0.279411765,0.333058107,0.492497114,0.416666667,0.627906977,0.402927368,44,2
0.511494253,0.416666667,0.25,0.592108132,0.610904794,1,0.438003221,0.348484848,0.242708427,0.595238095,0.541577825,0.352941176,0.276808752,0.695267411,0.5,0.573643411,0.299226733,45,2
