18 120 -0.0014 -0.0001 100.0 518.67 642.54 1601.29 1404.20 14.62 21.61 552.69 2388.09 9049.30 1.30 47.57 521.74 2388.14 8133.99 8.4360 0.03 393 2388 100.00 38.76 23.3275  	41
20 159 -0.0021 -0.0001 100.0 518.67 642.83 1595.41 1413.80 14.62 21.61 552.35 2388.12 9067.90 1.30 47.57 521.10 2388.19 8142.00 8.4798 0.03 394 2388 100.00 38.77 23.2700  	41
24 165 0.0020 -0.0002 100.0 518.67 642.35 1590.63 1406.16 14.62 21.61 553.41 2387.98 9113.39 1.30 47.51 521.45 2388.00 8187.28 8.4535 0.03 393 2388 100.00 39.03 23.2782  	41
31 163 0.0017 0.0004 100.0 518.67 642.94 1592.36 1414.76 14.62 21.61 552.91 2388.17 9074.96 1.30 47.77 520.87 2388.17 8148.15 8.4677 0.03 393 2388 100.00 38.52 23.2266  	41
34 169 -0.0028 -0.0002 100.0 518.67 642.66 1596.00 1411.63 14.62 21.61 552.36 2388.19 9051.60 1.30 47.61 520.98 2388.12 8137.51 8.4678 0.03 396 2388 100.00 38.70 23.2159  	41
35 168 0.0001 -0.0004 100.0 518.67 643.41 1592.52 1417.54 14.62 21.61 552.10 2388.23 9065.50 1.30 48.01 520.33 2388.21 8146.98 8.4893 0.03 395 2388 100.00 38.57 23.1720  	41
36 104 0.0009 0.0002 100.0 518.67 642.69 1593.64 1414.67 14.62 21.61 553.00 2388.17 9062.42 1.30 47.68 520.54 2388.19 8135.78 8.4893 0.03 395 2388 100.00 38.68 23.1396  	41
37 101 -0.0012 0.0001 100.0 518.67 642.59 1585.77 1413.95 14.62 21.61 553.68 2388.07 9043.00 1.30 47.35 521.36 2388.19 8124.44 8.4230 0.03 394 2388 100.00 38.68 23.2447  	41
40 120 -0.0012 -0.0003 100.0 518.67 642.98 1600.30 1422.07 14.62 21.61 552.73 2388.19 9062.53 1.30 47.90 520.87 2388.12 8139.35 8.5032 0.03 394 2388 100.00 38.68 23.2578  	41
41 100 0.0034 -0.0005 100.0 518.67 642.73 1581.55 1412.43 14.62 21.61 553.53 2388.12 9046.55 1.30 47.50 521.38 2388.14 8126.57 8.4338 0.03 391 2388 100.00 38.86 23.2861  	41
42 125 0.0023 -0.0001 100.0 518.67 642.62 1583.71 1410.52 14.62 21.61 552.52 2388.11 9042.30 1.30 47.59 521.60 2388.18 8118.67 8.4319 0.03 392 2388 100.00 38.75 23.2247  	41
49 283 0.0003 -0.0002 100.0 518.67 642.68 1598.93 1412.69 14.62 21.61 552.37 2388.21 9064.48 1.30 47.81 520.97 2388.19 8134.78 8.4676 0.03 394 2388 100.00 38.63 23.2330  	41
52 177 -0.0005 -0.0005 100.0 518.67 642.79 1583.22 1404.89 14.62 21.61 554.07 2388.08 9088.46 1.30 47.38 521.16 2388.06 8177.47 8.4419 0.03 394 2388 100.00 38.97 23.3381  	41
53 149 -0.0016 0.0002 100.0 518.67 641.98 1594.37 1412.20 14.62 21.61 552.84 2388.04 9089.15 1.30 47.71 521.20 2387.98 8167.10 8.4571 0.03 395 2388 100.00 38.77 23.2809  	41
56 110 -0.0014 0.0003 100.0 518.67 642.92 1597.94 1407.62 14.62 21.61 552.59 2388.17 9042.77 1.30 47.84 520.04 2388.22 8125.46 8.4917 0.03 394 2388 100.00 38.68 23.2044  	41
58 172 0.0018 0.0003 100.0 518.67 643.03 1592.31 1421.27 14.62 21.61 552.89 2388.12 9055.44 1.30 47.83 520.93 2388.15 8138.41 8.4626 0.03 393 2388 100.00 38.82 23.3165  	41
61 139 -0.0035 -0.0003 100.0 518.67 642.68 1597.04 1410.29 14.62 21.61 552.66 2388.13 9064.53 1.30 47.52 521.11 2388.07 8143.75 8.4068 0.03 393 2388 100.00 38.89 23.2715  	41
64 155 -0.0005 -0.0001 100.0 518.67 643.09 1593.44 1418.47 14.62 21.61 553.57 2388.13 9054.95 1.30 47.56 521.04 2388.17 8133.65 8.4337 0.03 393 2388 100.00 38.73 23.2715  	41
66 120 -0.0035 0.0003 100.0 518.67 642.96 1595.61 1404.56 14.62 21.61 552.79 2388.16 9090.06 1.30 47.74 520.94 2388.11 8166.35 8.5056 0.03 396 2388 100.00 38.84 23.2185  	41
68 154 -0.0015 0.0003 100.0 518.67 642.28 1587.28 1412.52 14.62 21.61 553.48 2388.15 9071.65 1.30 47.76 521.26 2388.10 8148.20 8.4277 0.03 395 2388 100.00 38.51 23.2452  	41
76 174 0.0016 -0.0005 100.0 518.67 642.67 1595.05 1410.42 14.62 21.61 553.02 2388.07 9086.70 1.30 47.56 521.45 2388.09 8158.28 8.4702 0.03 395 2388 100.00 38.81 23.1891  	41
77 155 -0.0025 0.0003 100.0 518.67 643.15 1590.62 1416.89 14.62 21.61 552.88 2388.20 9053.16 1.30 47.68 520.55 2388.24 8130.51 8.4561 0.03 393 2388 100.00 38.56 23.3025  	41
81 180 0.0020 -0.0002 100.0 518.67 642.93 1599.13 1412.16 14.62 21.61 553.03 2388.14 9072.11 1.30 47.86 521.32 2388.13 8146.49 8.4691 0.03 394 2388 100.00 38.62 23.2019  	41
82 130 0.0004 0.0002 100.0 518.67 643.10 1592.09 1414.01 14.62 21.61 553.07 2388.14 9054.45 1.30 47.75 521.32 2388.13 8139.30 8.4539 0.03 393 2388 100.00 38.69 23.3103  	41
90 133 -0.0009 0.0003 100.0 518.67 642.31 1587.08 1408.53 14.62 21.61 553.59 2388.13 9078.56 1.30 47.69 521.49 2388.14 8149.23 8.4678 0.03 394 2388 100.00 38.68 23.2579  	41
91 231 0.0014 -0.0002 100.0 518.67 643.31 1595.07 1415.72 14.62 21.61 551.51 2388.24 9049.32 1.30 47.93 519.94 2388.27 8127.33 8.4925 0.03 394 2388 100.00 38.46 23.0121  	41
92 129 -0.0016 0.0004 100.0 518.67 643.67 1597.32 1413.74 14.62 21.61 552.50 2388.20 9050.05 1.30 47.77 520.75 2388.14 8122.24 8.4874 0.03 396 2388 100.00 38.53 23.2599  	41
100 177 -0.0041 -0.0003 100.0 518.67 642.80 1593.26 1411.29 14.62 21.61 553.93 2388.08 9115.37 1.30 47.81 521.52 2388.02 8188.45 8.4296 0.03 393 2388 100.00 39.02 23.2923  	41
18 119 -0.0021 0.0002 100.0 518.67 642.97 1591.34 1413.83 14.62 21.61 552.84 2388.10 9057.95 1.30 47.57 521.37 2388.13 8136.56 8.4568 0.03 394 2388 100.00 38.87 23.3851  	42
20 158 -0.0019 -0.0004 100.0 518.67 642.88 1588.21 1412.79 14.62 21.61 552.29 2388.15 9063.83 1.30 47.92 520.83 2388.18 8139.81 8.4399 0.03 395 2388 100.00 38.70 23.2305  	42
24 164 0.0022 -0.0002 100.0 518.67 642.03 1588.14 1409.49 14.62 21.61 553.68 2388.10 9108.64 1.30 47.70 521.78 2388.07 8184.26 8.4304 0.03 392 2388 100.00 38.86 23.2558  	42
31 162 -0.0004 0.0000 100.0 518.67 642.55 1594.08 1413.56 14.62 21.61 552.85 2388.14 9075.18 1.30 47.78 520.55 2388.11 8162.30 8.4575 0.03 394 2388 100.00 38.67 23.2547  	42
34 168 -0.0000 0.0001 100.0 518.67 643.29 1589.45 1410.78 14.62 21.61 553.41 2388.14 9064.25 1.30 47.67 521.48 2388.11 8134.25 8.4628 0.03 393 2388 100.00 38.96 23.2297  	42
35 167 0.0019 -0.0003 100.0 518.67 643.36 1599.71 1416.22 14.62 21.61 552.26 2388.18 9067.37 1.30 47.88 520.73 2388.18 8148.79 8.4539 0.03 395 2388 100.00 38.75 23.1689  	42
36 103 -0.0012 0.0002 100.0 518.67 643.16 1594.79 1416.86 14.62 21.61 551.85 2388.15 9068.10 1.30 47.77 520.59 2388.18 8133.97 8.4750 0.03 395 2388 100.00 38.50 23.1843  	42
37 100 -0.0008 -0.0001 100.0 518.67 643.14 1595.07 1407.09 14.62 21.61 553.57 2388.08 9037.51 1.30 47.69 521.30 2388.10 8127.71 8.4143 0.03 393 2388 100.00 38.84 23.3170  	42
